Metabolite,HMDB ID,ref,primary,recurrent
TG(14:0_38:5),"HMDB0042143, HMDB0042148, HMDB0042177, HMDB0042322, HMDB0042350, HMDB0042356, HMDB0042380, HMDB0042386, HMDB0042415, HMDB0042436, HMDB0042523, HMDB0042529, HMDB0042558, HMDB0042587, HMDB0042594, HMDB0042616, HMDB0042640, HMDB0042641, HMDB0042699, HMDB0042723, HMDB0042768, HMDB0042792, HMDB0042820, HMDB0042821, HMDB0042844, HMDB0042873",0.027660638,0.946228147,0.243286596
TG(16:0_28:2),HMDB0044030,0.144949609,0.792043947,0.525475051
TG(16:0_30:2),"HMDB0044031, HMDB0044058",0.076427491,4.329329058,0.790339057
TG(16:0_32:1),"HMDB0005359, HMDB0010414, HMDB0043836, HMDB0043918, HMDB0044026, HMDB0044053",0.179459039,28.04015029,7.338286279
TG(16:0_32:2),"HMDB0005376, HMDB0010415, HMDB0044032, HMDB0044033, HMDB0044086, HMDB0044114",0.044570384,24.53524618,7.427246991
TG(16:0_32:3),"HMDB0043843, HMDB0043850, HMDB0044038, HMDB0044254",0.061681687,5.627588354,1.53476201
TG(16:0_34:0),"HMDB0005357, HMDB0043831, HMDB0043913, HMDB0103588, HMDB0103589, HMDB0103696, HMDB0103697, HMDB0103698, HMDB0103699, HMDB0103700, HMDB0103701, HMDB0103702, HMDB0103703, HMDB0103850, HMDB0103851, HMDB0103852, HMDB0103853, HMDB0103854, HMDB0103855, HMDB0103856, HMDB0103857, HMDB0103858, HMDB0103859, HMDB0103860, HMDB0103861, HMDB0103862, HMDB0103863, HMDB0103864, HMDB0103865, HMDB0103866, HMDB0103867, HMDB0103974, HMDB0103975, HMDB0103976, HMDB0103977, HMDB0103978, HMDB0103979, HMDB0103980, HMDB0104121, HMDB0104122, HMDB0104123, HMDB0104124, HMDB0104125, HMDB0104126, HMDB0104127, HMDB0104128, HMDB0104129, HMDB0104130, HMDB0104131, HMDB0104132, HMDB0104226, HMDB0104227, HMDB0104228, HMDB0104229, HMDB0104230, HMDB0104231, HMDB0104232, HMDB0104353, HMDB0104354, HMDB0104355, HMDB0104356, HMDB0104357, HMDB0104358, HMDB0104359, HMDB0104360, HMDB0104361, HMDB0104362, HMDB0104363, HMDB0104364, HMDB0104365, HMDB0104366, HMDB0104367, HMDB0104368, HMDB0104369, HMDB0104370, HMDB0104497, HMDB0104498, HMDB0104499, HMDB0104500, HMDB0104598, HMDB0104599, HMDB0104600, HMDB0104601, HMDB0104602, HMDB0104603, HMDB0104604, HMDB0104605, HMDB0104606, HMDB0104607, HMDB0104608, HMDB0104609, HMDB0104706, HMDB0104707, HMDB0104708, HMDB0104709, HMDB0104710, HMDB0104711, HMDB0104712, HMDB0104713, HMDB0104815, HMDB0104816, HMDB0104817, HMDB0104818, HMDB0104819, HMDB0104820, HMDB0104821, HMDB0104822, HMDB0104823, HMDB0104824, HMDB0104825, HMDB0104826, HMDB0104827, HMDB0104828, HMDB0104829, HMDB0104830, HMDB0104831, HMDB0104832, HMDB0104973, HMDB0104974, HMDB0104975, HMDB0104976, HMDB0104977, HMDB0104978, HMDB0104979, HMDB0104980, HMDB0105080, HMDB0105081",0.035205541,5.674335447,4.53438971
TG(16:0_34:1),"HMDB0005360, HMDB0005374, HMDB0010416, HMDB0043838, HMDB0043919, HMDB0043946, HMDB0044027, HMDB0044081, HMDB0044109",0.073625994,108.2736753,51.11084234
TG(16:0_34:2),"HMDB0005362, HMDB0005377, HMDB0043844, HMDB0044034, HMDB0044060, HMDB0044087, HMDB0044115, HMDB0044142, HMDB0044249",0.05963827,128.8086242,70.92020663
TG(16:0_34:3),"HMDB0005379, HMDB0010417, HMDB0043839, HMDB0043845, HMDB0043899, HMDB0044040, HMDB0044255, HMDB0044277, HMDB0044310, HMDB0044473",0.020815804,43.11912439,21.444358
TG(16:0_34:4),"HMDB0043846, HMDB0043852, HMDB0043907, HMDB0044035, HMDB0044041, HMDB0044067, HMDB0044074, HMDB0044170, HMDB0044283, HMDB0044338, HMDB0044479, HMDB0044501",0.0104627,5.105561814,2.43232567
TG(16:0_35:1),HMDB0043866,0.025765558,1.081659928,1.148455712
TG(16:0_35:2),HMDB0043872,0.047720653,5.410024315,3.657236619
TG(16:0_35:3),"HMDB0043867, HMDB0043873",0.043085731,2.565751787,1.180461944
TG(16:0_36:2),"HMDB0005369, HMDB0005378, HMDB0005382, HMDB0043847, HMDB0043900, HMDB0044036, HMDB0044088, HMDB0044089, HMDB0044116, HMDB0044143, HMDB0044198, HMDB0044250, HMDB0044305",0.025469161,223.3089354,146.3333707
TG(16:0_36:3),"HMDB0005384, HMDB0043895, HMDB0043901, HMDB0043927, HMDB0043934, HMDB0044043, HMDB0044068, HMDB0044094, HMDB0044165, HMDB0044256, HMDB0044257, HMDB0044278, HMDB0044311, HMDB0044333, HMDB0044394, HMDB0044474",0.124708397,265.6414959,137.7133746
TG(16:0_36:4),"HMDB0005363, HMDB0005390, HMDB0043848, HMDB0043908, HMDB0043935, HMDB0044063, HMDB0044069, HMDB0044095, HMDB0044102, HMDB0044123, HMDB0044130, HMDB0044171, HMDB0044284, HMDB0044285, HMDB0044339, HMDB0044361, HMDB0044480, HMDB0044481, HMDB0044502, HMDB0044529",0.113288811,98.72104487,55.0668557
TG(16:0_36:5),"HMDB0005380, HMDB0043849, HMDB0043854, HMDB0043909, HMDB0044044, HMDB0044076, HMDB0044103, HMDB0044131, HMDB0044263, HMDB0044270, HMDB0044290, HMDB0044367, HMDB0044422, HMDB0044486, HMDB0044508, HMDB0044509, HMDB0044535, HMDB0044557",0.066367242,15.4170376,8.288992481
TG(16:0_36:6),"HMDB0043855, HMDB0044045, HMDB0044050, HMDB0044077, HMDB0044271, HMDB0044291, HMDB0044298, HMDB0044450, HMDB0044487, HMDB0044494, HMDB0044514, HMDB0044563, HMDB0044590",0.03478223,1.353387411,0.430223584
TG(16:0_38:2),"HMDB0005383, HMDB0005388, HMDB0043903, HMDB0043928, HMDB0043954, HMDB0044037, HMDB0044064, HMDB0044090, HMDB0044144, HMDB0044145, HMDB0044199, HMDB0044226, HMDB0044306, HMDB0044389",0.163066427,1.923242375,2.121378654
TG(16:0_38:3),"HMDB0005389, HMDB0043923, HMDB0043929, HMDB0043955, HMDB0043962, HMDB0044071, HMDB0044096, HMDB0044124, HMDB0044150, HMDB0044166, HMDB0044279, HMDB0044312, HMDB0044313, HMDB0044334, HMDB0044395, HMDB0044475",0.010943996,4.274782358,3.022334169
TG(16:0_38:4),"HMDB0005370, HMDB0043904, HMDB0043936, HMDB0043963, HMDB0044091, HMDB0044097, HMDB0044119, HMDB0044125, HMDB0044151, HMDB0044158, HMDB0044172, HMDB0044173, HMDB0044264, HMDB0044286, HMDB0044318, HMDB0044340, HMDB0044341, HMDB0044362, HMDB0044417, HMDB0044482, HMDB0044503, HMDB0044530",0.040030309,6.991267088,2.732676624
TG(16:0_38:5),"HMDB0005385, HMDB0043905, HMDB0043910, HMDB0043937, HMDB0044072, HMDB0044098, HMDB0044104, HMDB0044132, HMDB0044159, HMDB0044178, HMDB0044259, HMDB0044265, HMDB0044292, HMDB0044319, HMDB0044326, HMDB0044346, HMDB0044368, HMDB0044369, HMDB0044423, HMDB0044445, HMDB0044488, HMDB0044510, HMDB0044536, HMDB0044537, HMDB0044558, HMDB0044585",0.039358849,7.307211713,2.933491949
TG(16:0_38:6),"HMDB0005391, HMDB0010418, HMDB0044073, HMDB0044078, HMDB0044105, HMDB0044133, HMDB0044179, HMDB0044186, HMDB0044272, HMDB0044287, HMDB0044293, HMDB0044327, HMDB0044347, HMDB0044354, HMDB0044374, HMDB0044451, HMDB0044483, HMDB0044489, HMDB0044516, HMDB0044542, HMDB0044564, HMDB0044565, HMDB0044591, HMDB0044613",0.076552398,3.824973712,1.156195264
TG(16:0_38:7),"HMDB0044079, HMDB0044187, HMDB0044273, HMDB0044294, HMDB0044300, HMDB0044355, HMDB0044375, HMDB0044382, HMDB0044490, HMDB0044496, HMDB0044511, HMDB0044517, HMDB0044543, HMDB0044550, HMDB0044570, HMDB0044619",0.019615771,0.101943231,0.883760276
TG(16:0_40:6),"HMDB0043939, HMDB0044101, HMDB0044106, HMDB0044129, HMDB0044134, HMDB0044161, HMDB0044175, HMDB0044181, HMDB0044268, HMDB0044322, HMDB0044328, HMDB0044343, HMDB0044349, HMDB0044376, HMDB0044411, HMDB0044430, HMDB0044452, HMDB0044453, HMDB0044519, HMDB0044544, HMDB0044566, HMDB0044592, HMDB0044593, HMDB0044614",0.045648088,2.349547678,1.835863007
TG(16:0_40:7),"HMDB0044107, HMDB0044135, HMDB0044182, HMDB0044188, HMDB0044269, HMDB0044274, HMDB0044296, HMDB0044329, HMDB0044350, HMDB0044356, HMDB0044371, HMDB0044377, HMDB0044431, HMDB0044438, HMDB0044458, HMDB0044492, HMDB0044539, HMDB0044545, HMDB0044572, HMDB0044598, HMDB0044620, HMDB0044621",0.041039764,0.320763668,1.721550842
TG(16:0_40:8),"HMDB0005392, HMDB0044189, HMDB0044275, HMDB0044297, HMDB0044302, HMDB0044357, HMDB0044384, HMDB0044439, HMDB0044459, HMDB0044466, HMDB0044493, HMDB0044498, HMDB0044520, HMDB0044546, HMDB0044552, HMDB0044567, HMDB0044573, HMDB0044599, HMDB0044606, HMDB0044626",0.057669595,0.198272239,0.141493404
TG(16:1_32:1),NA,0.191475718,2.494116754,1.077649131
TG(16:1_32:2),NA,0.046904109,0.876376507,5.568700784
TG(16:1_34:0),NA,0.01612205,4.084454891,1.811121452
TG(16:1_34:1),NA,0.039919754,43.78048557,30.22285973
TG(16:1_34:2),NA,0.048400023,32.91676528,22.88772589
TG(16:1_34:3),NA,0.073093506,8.854615362,5.838744305
TG(16:1_36:1),NA,0.126190541,3.401157756,3.679804441
TG(16:1_36:2),NA,0.153728785,30.89752899,29.14456094
TG(16:1_36:3),NA,0.08674559,32.32115223,23.95455909
TG(16:1_36:4),NA,0.017837233,13.44515653,9.77750802
TG(16:1_36:5),NA,0.056032399,2.523884593,1.29332665
TG(16:1_38:3),NA,0.031638946,0.838154294,0.616951407
TG(16:1_38:4),NA,0.063449996,1.14785876,0.864968455
TG(16:1_38:5),NA,0.022368543,1.098809151,0.561256052
TG(17:0_34:1),NA,0.022791702,0.547387095,0.352591822
TG(17:0_34:2),NA,0.072277519,2.038010171,0.92257314
TG(17:0_34:3),NA,0.068957599,0.353192875,0.658913933
TG(17:0_36:3),NA,0.044998183,3.982421577,1.916860779
TG(17:0_36:4),NA,0.023960743,1.721028708,0.514036445
TG(17:1_34:1),NA,0.018296315,1.20859834,1.471265449
TG(17:1_34:2),NA,0.083743004,1.848092921,0.770527281
TG(17:1_34:3),NA,0.093938972,0.376538879,0.566327237
TG(17:1_36:3),NA,0.034841659,1.510265237,1.505063325
TG(17:1_36:4),NA,0.047452588,0.765654333,0.465168215
TG(18:0_30:1),"HMDB0010426, HMDB0044726",0.062315295,0.845188649,0.374216851
TG(18:0_32:0),"HMDB0010427, HMDB0107862, HMDB0107863, HMDB0107918, HMDB0107919, HMDB0107920, HMDB0107921, HMDB0108010, HMDB0108011, HMDB0108012, HMDB0108013, HMDB0108014, HMDB0108015, HMDB0108016, HMDB0108017, HMDB0108160, HMDB0108161, HMDB0108162, HMDB0108163, HMDB0108164, HMDB0108165, HMDB0108166, HMDB0108167, HMDB0108168, HMDB0108169, HMDB0108170, HMDB0108171, HMDB0108294, HMDB0108295, HMDB0108296, HMDB0108297, HMDB0108298, HMDB0108299, HMDB0108300, HMDB0108301, HMDB0108428, HMDB0108429, HMDB0108430, HMDB0108431, HMDB0108432, HMDB0108433, HMDB0108434, HMDB0108435, HMDB0108436, HMDB0108437, HMDB0108438, HMDB0108439, HMDB0108440, HMDB0108441, HMDB0108442, HMDB0108443, HMDB0108444, HMDB0108445, HMDB0108570, HMDB0108571, HMDB0108572, HMDB0108573, HMDB0108574, HMDB0108575, HMDB0108577, HMDB0108694, HMDB0108695, HMDB0108696, HMDB0108697, HMDB0108698, HMDB0108699, HMDB0108700, HMDB0108701, HMDB0108702, HMDB0108703, HMDB0108704, HMDB0108705, HMDB0108706, HMDB0108707, HMDB0108708, HMDB0108709, HMDB0108710, HMDB0108711, HMDB0108834, HMDB0108835, HMDB0108836, HMDB0108837, HMDB0108917, HMDB0108918, HMDB0108919, HMDB0108920, HMDB0108921, HMDB0108922, HMDB0108923, HMDB0108924, HMDB0108925, HMDB0108926, HMDB0108927, HMDB0108928, HMDB0109025, HMDB0109026, HMDB0109027, HMDB0109028, HMDB0109029, HMDB0109030, HMDB0109031, HMDB0109032, HMDB0109309, HMDB0109310, HMDB0109311, HMDB0109312, HMDB0109419, HMDB0109420",0.061769328,0.068218439,1.247972483
TG(18:0_32:1),"HMDB0010428, HMDB0010429, HMDB0044727, HMDB0044753, HMDB0044857",0.029381356,5.869342647,1.65905666
TG(18:0_32:2),"HMDB0010430, HMDB0044863, HMDB0044864, HMDB0044889, HMDB0044915, HMDB0044942",0.012732619,1.491149338,1.044069311
TG(18:0_34:2),"HMDB0044682, HMDB0044734, HMDB0044865, HMDB0044890, HMDB0044891, HMDB0044916, HMDB0044943, HMDB0044969",0.166450829,20.97535542,8.544066328
TG(18:0_34:3),"HMDB0010432, HMDB0044677, HMDB0044683, HMDB0044735, HMDB0044871, HMDB0044896, HMDB0045078, HMDB0045131",0.044806989,4.731507489,2.230358199
TG(18:0_36:2),"HMDB0005397, HMDB0005403, HMDB0044685, HMDB0044736, HMDB0044867, HMDB0044892, HMDB0044917, HMDB0044918, HMDB0044944, HMDB0044970, HMDB0045023, HMDB0045073",0.057965986,8.279718015,7.436159357
TG(18:0_36:3),"HMDB0005405, HMDB0044731, HMDB0044737, HMDB0044762, HMDB0044769, HMDB0044874, HMDB0044898, HMDB0044923, HMDB0045079, HMDB0045080, HMDB0045100, HMDB0045132, HMDB0045212, HMDB0045289",0.07991488,14.2182481,10.87925009
TG(18:0_36:4),"HMDB0005411, HMDB0044686, HMDB0044738, HMDB0044744, HMDB0044770, HMDB0044893, HMDB0044899, HMDB0044924, HMDB0044931, HMDB0044951, HMDB0044958, HMDB0044997, HMDB0045106, HMDB0045107, HMDB0045159, HMDB0045295, HMDB0045296, HMDB0045316",0.058609949,7.572201392,6.3776104
TG(18:0_36:5),"HMDB0044687, HMDB0044692, HMDB0044745, HMDB0044875, HMDB0044900, HMDB0044906, HMDB0044932, HMDB0044959, HMDB0045086, HMDB0045093, HMDB0045112, HMDB0045186, HMDB0045239, HMDB0045301, HMDB0045322, HMDB0045323, HMDB0045348",0.061444523,1.374278085,1.501663447
TG(18:0_38:6),"HMDB0005412, HMDB0044747, HMDB0044903, HMDB0044908, HMDB0044934, HMDB0044961, HMDB0045005, HMDB0045012, HMDB0045095, HMDB0045109, HMDB0045115, HMDB0045148, HMDB0045167, HMDB0045174, HMDB0045193, HMDB0045267, HMDB0045298, HMDB0045304, HMDB0045330, HMDB0045355, HMDB0045376, HMDB0045377, HMDB0045402",0.051362953,0.595445163,0.640448885
TG(18:1_26:0),NA,0.014632346,0.875712792,1.362960132
TG(18:1_28:1),NA,0.028167928,1.655358255,1.706365923
TG(18:1_30:0),NA,0.057958427,25.45395858,4.389510225
TG(18:1_30:1),NA,0.059870193,20.24173946,6.643188815
TG(18:1_30:2),NA,0.012569094,5.349353843,1.672292633
TG(18:1_32:0),NA,0.067979567,67.1243568,29.70205324
TG(18:1_32:1),NA,0.047668505,98.50569774,60.38517446
TG(18:1_32:2),NA,0.033806918,34.26442578,17.55964591
TG(18:1_32:3),NA,0.010819002,4.794671941,1.90060414
TG(18:1_33:0),NA,0.017205385,1.392987746,1.139422171
TG(18:1_33:1),NA,0.028575748,7.095328638,3.663457701
TG(18:1_33:2),NA,0.084014399,3.173077902,1.164293426
TG(18:1_34:1),NA,0.118412272,376.2282502,245.146992
TG(18:1_34:2),NA,0.011314133,278.6887489,163.6096781
TG(18:1_34:3),NA,0.086010157,49.71948118,30.84923545
TG(18:1_34:4),NA,0.012605585,5.916735079,3.342784899
TG(18:1_35:2),NA,0.064738377,6.283644657,3.94741119
TG(18:1_35:3),NA,0.040234161,2.232902397,1.246922988
TG(18:1_36:1),NA,0.063808711,12.57763043,14.23743238
TG(18:1_36:2),NA,0.033447539,123.6151464,131.4239967
TG(18:1_36:3),NA,0.088377357,92.35125923,94.74613144
TG(18:1_36:4),NA,0.06806393,37.38478973,39.01949915
TG(18:1_36:5),NA,0.098780861,10.63311345,8.643670342
TG(18:1_36:6),NA,0.038010616,1.124996312,0.746952065
TG(18:1_38:5),NA,0.013533045,4.220581429,3.244512577
TG(18:1_38:6),NA,0.016957982,2.58063995,1.283372835
TG(18:1_38:7),NA,0.009825522,0.404712336,0.274208222
TG(18:2_28:0),NA,0.015989944,5.114870361,0.782411094
TG(18:2_30:0),NA,0.016584419,16.38866493,4.092807291
TG(18:2_30:1),NA,0.10601872,11.38064523,1.995074266
TG(18:2_31:0),NA,0.013964494,0.287981806,0.841413922
TG(18:2_32:0),NA,0.0152183,41.92010836,15.83144798
TG(18:2_32:1),NA,0.015730985,56.13201939,28.7585683
TG(18:2_32:2),NA,0.027832932,16.77928028,8.300188792
TG(18:2_33:0),NA,0.060207139,1.441304794,1.26347914
TG(18:2_33:1),NA,0.055720782,4.712054556,1.993289831
TG(18:2_33:2),NA,0.081028839,2.15785556,0.655733059
TG(18:2_34:0),NA,0.101998887,29.03665831,14.03371925
TG(18:2_34:1),NA,0.015405141,230.8641974,128.2925525
TG(18:2_34:2),NA,0.018536308,154.9244439,100.8455391
TG(18:2_34:3),NA,0.114032223,26.42272779,17.63470005
TG(18:2_34:4),NA,0.074776178,3.245343776,1.909525226
TG(18:2_35:1),NA,0.044047894,3.968531972,1.966534106
TG(18:2_35:2),NA,0.084982743,3.637643721,1.649166476
TG(18:2_35:3),NA,0.156745179,1.082657395,0.794876425
TG(18:2_36:0),NA,0.064292335,1.689444142,1.332809172
TG(18:2_36:1),NA,0.073828703,15.69016429,12.69582757
TG(18:2_36:2),NA,0.050347244,48.18965607,47.53028824
TG(18:2_36:3),NA,0.019105095,41.80617413,56.33203137
TG(18:2_36:4),NA,0.013323897,23.41202321,52.67373435
TG(18:2_36:5),NA,0.041809763,6.940471137,12.50369016
TG(18:2_38:4),NA,0.029408597,2.022374042,1.685549891
TG(18:2_38:5),NA,0.080053802,2.393741682,1.537964055
TG(18:2_38:6),NA,0.019942429,1.336833001,0.687733797
TG(18:3_30:0),NA,0.045028573,2.296460605,0.673641938
TG(18:3_32:0),NA,0.047444757,5.2844686,1.644986244
TG(18:3_32:1),NA,0.053580006,6.82119961,2.939488719
TG(18:3_34:0),NA,0.021917003,3.544342556,1.322720627
TG(18:3_34:1),NA,0.0110944,28.90381913,12.26024263
TG(18:3_34:2),NA,0.061463388,20.68504669,10.62041631
TG(18:3_34:3),NA,0.062755257,3.785467083,2.305279449
TG(18:3_36:1),NA,0.017060264,2.47086014,1.264740431
TG(18:3_36:2),NA,0.094700266,10.80475289,7.450493613
TG(18:3_36:3),NA,0.095863978,9.865786038,9.42524942
TG(18:3_36:4),NA,0.081960227,4.486960501,7.743513297
TG(18:3_38:5),NA,0.051496289,0.566191325,0.210014461
TG(18:3_38:6),NA,0.044589985,0.345367566,0.132041203
TG(20:0_32:3),"HMDB0045489, HMDB0045496, HMDB0045670, HMDB0045870",0.062440288,0.484676876,0.412319468
TG(20:0_32:4),"HMDB0045497, HMDB0045671, HMDB0045678, HMDB0045896, HMDB0046078",0.11802783,0.567313244,0.498009251
TG(20:1_32:1),NA,0.056060088,0.553399711,0.457633475
TG(20:1_32:3),NA,0.02966367,0.032997516,0.109954859
TG(20:1_34:0),NA,0.027936638,0.10626012,0.103242143
TG(20:1_34:1),NA,0.040882119,1.610509011,1.605066868
TG(20:1_34:2),NA,0.014922834,1.262617637,0.987363519
TG(20:1_34:3),NA,0.064130146,0.343770167,0.135445488
TG(20:2_32:0),NA,0.111609938,0.440796834,0.350576148
TG(20:2_32:1),NA,0.084070095,0.940962507,0.868302357
TG(20:2_34:1),NA,0.043169221,2.98329638,1.879400972
TG(20:2_34:2),NA,0.086497775,2.095913373,1.052433768
TG(20:2_34:3),NA,0.056053325,0.53803976,0.164273095
TG(20:3_32:0),NA,0.113474559,1.622437408,0.299842547
TG(20:3_32:1),NA,0.088354598,2.287992127,0.637265273
TG(20:3_34:0),NA,0.033046198,0.722893932,0.408515164
TG(20:3_34:1),NA,0.070697872,5.711763859,2.533999548
TG(20:3_34:2),NA,0.044665449,3.979535992,1.225824551
TG(20:3_34:3),NA,0.026214645,0.758816118,0.444435272
TG(20:3_36:3),NA,0.031032709,1.5387048,1.149678493
TG(20:3_36:4),NA,0.012817577,0.551024033,0.314694683
TG(20:4_30:0),NA,0.010176206,1.275105037,0.3324961
TG(20:4_32:0),NA,0.034705915,3.271388785,0.778222492
TG(20:4_32:1),NA,0.065184978,4.004851159,1.730642169
TG(20:4_34:0),NA,0.035269102,2.202131206,0.553042337
TG(20:4_34:1),NA,0.030289455,13.98378886,4.547962858
TG(20:4_34:2),NA,0.070744478,11.01411596,3.952584839
TG(20:4_34:3),NA,0.05981911,2.089522964,0.443932209
TG(20:4_36:2),NA,0.022310966,5.68269167,3.892831447
TG(20:4_36:3),NA,0.065794191,4.86482577,2.031268851
TG(20:4_36:4),NA,0.012839496,2.534638993,0.585539839
TG(20:5_34:1),NA,0.078352266,1.521332918,0.702192108
TG(20:5_34:2),NA,0.02477766,1.436229766,0.606992205
TG(20:5_36:2),NA,0.028611208,0.409268523,0.085117565
TG(20:5_36:3),NA,0.030096766,0.506373488,0.079721431
TG(22:4_34:2),NA,0.009104981,1.240399186,0.581328503
TG(22:5_34:1),NA,0.031427853,2.843967009,2.328591276
TG(22:5_34:2),NA,0.060799302,2.049103893,1.530782735
TG(22:6_32:0),NA,0.062614621,0.48333312,0.153225091
TG(22:6_32:1),NA,0.023003793,0.435754025,0.239594686
TG(22:6_34:1),NA,0.024497347,2.469721864,2.723728214
TG(22:6_34:2),NA,0.014415906,1.552069761,1.913844347
Xanthine,HMDB0000292,0.416666667,0.92,0.7246
Uric acid,HMDB0000289,2.927768869,232.5,244.7
p-Cresol sulfate,HMDB0011635,0.4347,8.721,19.15
Propionic acid,HMDB0000237,0.057323642,2.111,0.09748
Indoxyl sulfate,HMDB0000682,2.811,2.873,4.104
Lactic acid,HMDB0000190,1.997336884,5427,1031
Valeric acid + Isovaleric acid,HMDB0000892 + HMDB0000718,0.111607143,0.9682,0.6008
3-Aminoisobutyric acid,HMDB0003911,0.24,1.542,2.376
Dimethylglycine,HMDB0000092,0.157563025,9.631,7.294
2-Hydroxybutyric acid,HMDB0000008,0.115163148,117.1,63.09
2-Hydroxyisobutyric acid,HMDB0000729,0.022321429,1.354,1.641
3-Hydroxybutyric acid,HMDB0000011,0.223546945,71.8,420.9
3-Hydroxyisobutyric acid,HMDB0000336,0.25,16.68,5.252
Glyceric acid,HMDB0000139,0.008411215,5.689,4.903
Guanidoacetic acid,HMDB0000128,0.135135135,1.993,2.768
N-Acetyl-Glycine,HMDB0000532,0.060483871,11.72,5.507
2-Hydroxyisovaleric acid,HMDB0000407,0.010026738,7.936,10.95
3-Hydroxyisovaleric acid,HMDB0000754,0.087946079,2.609,2.155
"3,4-Dihydroxybutyric acid",HMDB0000337,0.098360656,1.39,2.492
5-Oxoproline,HMDB0000267,0.134529148,73,70.62
Pipecolic acid,HMDB0000070,0.052747253,4.099,3.749
N-Acetyl-Alanine,HMDB0000766,0.031512605,1.928,1.468
2-Hydroxy-3-methylvaleric acid,HMDB0000317,0.017605634,0.5954,0.5383
Phenylacetic acid,HMDB0000209,0.023205446,0.263,0.3478
Threonic acid,HMDB0000943,0.584415584,11.6,5.201
Caprylic acid,HMDB0000482,0.132805876,0.342,0.4769
N-Acetyl-Serine,HMDB0002931,0.028625954,0.9437,0.7162
4-Hydroxyphenylacetic acid,HMDB0000020,0.1,0.2795,0.2913
N-Acetyl-Proline,HMDB0094701,0.013111888,0.0219,0.03398
N-Acetyl-Valine,HMDB0011757,0.034722222,0.06975,0.04945
N-Acetyl-Asparagine,HMDB0006028,0.05,0.1266,0.07973
3-Indoleacetic acid,HMDB0000197,0.056818182,1.643,1.484
Argininic acid,HMDB0003148,0.218978102,1.192,1.617
Hippuric acid,HMDB0000714,0.032679739,5.365,14.01
HPHPA,HMDB0002643,0.001945021,0.3097,0.05354
N1-Acetyl-Lysine,HMDB0000446,0.06,0.2014,0.06259
N1-Acetyl-Lysine + N6-Acetyl-Lysine,HMDB0000446 + HMDB0000206,0.0625,0.5273,0.2297
Kynurenic acid,HMDB0000715,0.006996269,0.1265,0.1436
Indole-3-propionic acid,HMDB0002302,0.008802817,0.4819,0.4196
p-Hydroxyhippuric acid,HMDB0013678,0.034883721,0.1953,0.3651
N-Acetyl-Histidine,HMDB0032055,0.384615385,17.91,11.09
Indolelactic acid,HMDB0000671,0.0125,0.5158,0.5694
Pyruvic acid,HMDB0000243,0.194810282,284.9,39.59
Oxalic acid,HMDB0002329,1.538440912,13.76,19.05
Malonic acid,HMDB0000691,0.0182396,0.04012,0.0696
alpha-Ketoisovaleric acid,HMDB0000019,0.056485356,26.04,23.71
Fumaric acid,HMDB0000134,0.023575218,1.966,0.4469
Methylmalonic acid,HMDB0000202,0.0125,0.0895,0.1024
Succinic acid,HMDB0000254,0.166861946,3.328,1.746
Phenylacetylglutamine,HMDB0006344,0.0125,2.072,2.3
2-oxoisocaproic acid,HMDB0000695,0.057040998,53.07,38.67
Ethylmalonic acid,HMDB0000622,0.050675676,0.182,0.1909
Glutaric acid,HMDB0000661,0.004770992,0.2308,0.024
Malic acid,HMDB0000156,0.022509657,7.385,1.855
2-hydroxyglutaric acid,HMDB0059655,0.010026738,0.5814,0.4408
Tartaric acid,HMDB0000956,0.0375,0.1261,0.3684
"2,5-Furandicarboxylic acid",HMDB0004812,0.012448133,0.07422,0.2754
2-oxoadipic acid,HMDB0000225,1.339285714,19.36,7.868
3-Methyladipic acid,HMDB0000555,0.008012821,0.01155,0.04237
3-Deoxyglucosone,HMDB0005876,0.011029412,0.05811,0.0637
Quinolinic acid,HMDB0000232,0.009868421,0.1747,0.3642
N-Acetyl-Aspartic acid,HMDB0000812,0.0075,0.2937,0.1597
N-Acetyl-Glutamic acid,HMDB0001138,0.015,0.08135,0.05435
CMPF,HMDB0061112,0.025987526,0.4799,1.215
alpha-Ketoglutaric acid,HMDB0000208,0.019305019,16.4,11.16
cis-Aconitic acid,HMDB0000072,0.016219723,1.538,1.3
Citric acid,HMDB0000094,0.7043,344.5,417.8
